,ID,SMILES,RI,Tg,TC,MW_ratio,Mass_ave,K_bond_min,K_bond_ave,K_ang_ave,Theta0_ave,K_dih_max,K_dih_ave,VE1_A,AATS0d,AATS0Z,BalabanJ,HybRatio,SaasC,ETA_dBeta,IC1,IC3,MIC1,Mor14,SMR_VSA5,VSA_EState4,VSA_EState8,VR3_A,nN,AATS2d,ATSC1d,ATSC3d,Xch-6d,SlogP_VSA1,SMILES,Monomer_length,Mass_max,nH,ATSC2Z,ATSC5Z,AATSC0Z,AATSC2Z,BCUTd-1h,BCUTZ-1h,nHBDon,MIC0,Kier3,Mor02,Mor19,SMR_VSA1,SMR_VSA3
654,PI710,*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.645,312.7759099,0.46287727,0.940361318,8.712666667,250.32,380.347,64.04178431,119.1421569,3.625,2.65474359,5.093810378,4.214285714,25.92857143,1.07331921,0.066666667,9.316829193,5.75,3.208267868,4.932005815,28.50311069,-0.300442669,13.8474744,7.842023202,4.055365715,7.619425444,2,4.666666667,17.3877551,-22.20408163,0.811396398,10.9662768,*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,20.48,15.999,18,91.58163265,-9.959183673,6.943877551,0.897859144,3.262955723,8.025940957,0,13.08040296,4.921875,46.6236957,0.052201582,19.17814874,5.316788604
655,PI711,*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OC)c2)cc1OC,1.613,300.7969684,0.401240453,0.880477612,8.972892857,272.66,380.7219355,65.77807692,119.07,3.625,2.745974026,5.146900529,4.206896552,27.24137931,1.088094854,0.066666667,7.402513533,4.75,3.314034874,4.978333581,30.61101089,-0.127661892,0,4.88133022,0,7.832881569,2,4.673076923,19.23305589,-22.80618312,0.811396398,20.44000271,*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OC)c2)cc1OC,21.48,15.999,18,52.16884661,69.68252081,7.146254459,0.501623525,3.263178942,8.026818903,0,14.20027773,5.3428,46.12948161,-0.057538502,28.65187464,5.316788604
656,PI712,*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,1.73,306.8180916,0.51076025,1,8.940137931,272.66,383.8073846,64.92257407,120.4033333,3.625,2.932093023,5.045523245,4.3,26.6,0.898071042,0,9.265783176,9.25,2.584614246,4.873557262,24.37704698,-0.787991874,0,7.793837937,0,8.999634923,2,4.740740741,11.66,-25.17,0.925313635,10.9662768,*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,24.45,15.999,18,-11.01333333,-20.01777778,6.648888889,-0.101975309,3.257754479,8.025953501,0,12.56059162,5.769230769,51.64067517,-0.865075539,19.17814874,5.316788604
657,PI713,*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,1.624,340.4199488,0.315217824,1,9.463454545,272.66,388.9802,66.99554762,120.4452381,3.625,2.915147059,5.063014973,4.565217391,28.30434783,1.146040004,0,4.902109113,5.75,2.783581521,4.923352381,26.68590192,-0.75670185,0,3.58421225,0,6.937448944,2,5.071428571,10.40075614,-18.0094518,0.811396398,10.9662768,*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,16.3,15.999,12,1.553875236,-5.952741021,6.661625709,0.018498515,3.28253107,8.02592942,0,13.754691,3.919012346,37.15537869,-0.386738561,19.17814874,5.316788604
658,PI714,*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.623,308.226286,0.279064652,0.942088209,8.500192982,250.32,378.3526984,63.20275,118.6437037,3.625,2.505853659,5.014701021,4.101694915,25.25423729,1.046463216,0.096774194,9.660008714,5.25,3.314018049,5.111290931,29.41464131,-0.399030631,20.26829602,8.151556394,4.092327837,8.181031525,2,4.537037037,17.22838265,-20.71358805,0.811396398,10.9662768,*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,20.57,15.999,20,94.33237575,-45.28526286,7.011203677,0.873447924,3.262655557,8.025943783,0,12.92235233,5.34375,46.30540192,0.029603231,19.17814874,5.316788604
659,PI715,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,1.667,356.5315415,0.482912726,1,9.927567568,272.66,391.3040476,69.43024286,120.5897143,4.8,2.796071429,4.848084694,4.641025641,29.94871795,1.240173916,0,4.376128128,3.75,3.1305535,4.721299655,31.12934553,-0.461686756,0,2.874780299,0,6.607285794,3,5.071428571,6.720578567,-15.65943458,0.758646968,10.9662768,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,16.03,15.999,9,2.306377383,-14.6660092,6.711374096,0.032948248,3.256803113,8.025920632,0,15.64625791,3.664819945,33.74527799,-0.612263233,19.17814874,10.30076712
660,PI718,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.612,256.8426604,0.230715582,0.824893455,9.830949367,232.52,377.4634483,68.7124726,118.9266438,3.625,2.632566372,4.267537649,4.419753086,31.33333333,0.818103082,0.069767442,1.738333413,4.75,3.164114926,5.358247842,34.14072478,-1.703958825,17.7675875,-4.330510097,0,11.10038513,2,4.801369863,11.79667734,-47.34217345,1.008646968,20.44000271,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,27.7,18.998,22,77.80246914,-354.8148148,7.432098765,0.532893624,4.157257582,9.017451254,0,17.92088417,8.771604938,61.81893254,-0.871879906,54.99436493,5.316788604
661,PI719,*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)c4)cc3)cc2)c1,1.686,249.0540357,0.227124785,1,9.461493151,209.78,388.6866667,66.78865672,119.7426119,3.625,2.921923077,5.051183879,4.293333333,31.04,0.788405461,0,6.186592479,11.75,3.005821808,5.515355024,32.40588213,-1.038805232,9.790966951,2.749836693,0,11.45591924,2,4.641791045,10.98631111,-24.21084444,1.008646968,20.44000271,*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)c4)cc3)cc2)c1,29.39,32.067,22,34.49315556,-93.21973333,8.509155556,0.257411609,4.048650701,16.01301618,0,16.45902751,8.188460569,58.60267178,-0.455734862,37.06967163,5.316788604
662,PI720,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCC*)cc1,1.596,231.5968736,0.218711009,1,8.306276596,232.52,371.7482353,62.99284615,116.1067033,3.625,1.736020489,4.783859297,3.755102041,25.06122449,1.268189483,0.272727273,2.305488236,-1.75,3.409830252,4.920832293,30.74267719,-0.199261162,32.60702369,1.49126531,1.836865693,7.910213896,2,4.010989011,11.05747605,-3.597667638,0.683637519,4.736862954,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCC*)cc1,18.97,15.999,18,83.36443149,-1.336109954,7.728446481,0.916092654,3.251670785,8.026306844,0,14.77897475,4.940138626,50.53408774,0.327852005,23.91501169,10.21669833
663,PI721,*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.663,365.3984788,0.341065511,1,9.803358974,272.66,391.8795455,68.99524658,120.419863,3.625,2.79637931,4.672435692,4.536585366,29.75609756,1.182133926,0,3.901436457,3.75,3.102952934,4.918527614,31.01674139,-1.262128886,0,1.869763168,0,6.797725253,2,4.945205479,6.375371802,-14.5835812,0.758646968,15.70313975,*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,17,15.999,10,6.810232005,-58.90184414,6.903033908,0.093290849,3.255998968,8.026308641,0,15.18896128,4.072022161,36.41303565,-0.680841074,23.91501169,5.316788604
664,PI722,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,1.693,289.1878952,0.314812658,1,9.355693878,272.66,387.8923636,67.04491209,120.3689011,3.625,2.878888889,4.833217946,4.392156863,28.23529412,1.014192506,0,6.021308941,6.25,2.925058424,5.123405734,28.86398073,-0.845404326,0,3.869980411,0,7.664418598,2,4.802197802,8.540561323,-19.11726259,0.841980301,15.70313975,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,19.99,15.999,14,1.002691273,-34.06305267,6.821991542,0.011018585,3.256457835,8.026329272,0,14.04247701,5.137777778,43.71783287,-0.605567164,23.91501169,5.316788604
665,PI723,*c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,1.685,278.9819372,0.248953031,1,9.48856,272.66,389.5010714,67.98880435,120.2880435,3.625,2.881805556,4.781663129,4.384615385,28.92307692,0.996881447,0,5.024143484,5.75,2.996479375,5.224384189,30.04313197,-1.280955984,0,1.633719047,0,8.13338883,2,4.77173913,7.49112426,-15.4556213,0.841980301,20.44000271,*c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,18.46,15.999,14,5.786982249,-62.81065089,6.905325444,0.062901981,3.256330591,8.026764401,0,14.57330793,5.6,41.41881075,-0.212587079,28.65187464,5.316788604
666,PI724,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,1.661,250.169907,0.239797409,1,9.287295082,272.66,387.9620588,67.32690991,120.2013514,3.625,2.939418605,4.805350005,4.285714286,28.38095238,0.860011308,0,6.104291857,7.75,2.891851946,5.356336821,28.99302526,-1.473566734,0,1.53498856,0,9.993219234,2,4.648648649,8.482993197,-15.46485261,0.925313635,25.17686566,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,22.13,15.999,18,4.619803477,-100.7304107,6.898463089,0.041619851,3.256664367,8.027272601,0,14.13672602,7.176035503,54.96936291,-0.803956361,33.3887376,5.316788604
667,PI725,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,1.685,266.8692038,0.260809088,1,9.287295082,272.66,387.9620588,67.32690991,120.2013514,3.625,2.939418605,4.796605956,4.285714286,28.38095238,0.838363665,0,6.251242836,7.75,2.891851946,5.084190042,28.99302526,-1.344142588,0,1.544497259,0,10.20825393,2,4.63963964,8.482993197,-16.46485261,0.925313635,25.17686566,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,17.97,15.999,18,4.619803477,-70.84152179,6.898463089,0.041619851,3.2566505,8.027271346,0,14.13672602,7.176035503,52.32243098,-0.796646897,33.3887376,5.316788604
668,PI726,*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c1,1.566,280.5502095,0.170631828,0.77648857,10.49051724,232.52,377.7903125,71.09422018,118.573578,3.625,2.436352941,5.106078504,4.633333333,33.9,1.17991967,0.096774194,-2.454864115,0.25,3.371628715,5.281727679,36.88679209,-1.910955886,17.7675875,-9.313254184,0,9.847898204,2,5.036697248,8.355555556,-40.96,0.841980301,15.70313975,*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c1,17.6,18.998,14,78.00444444,-379.2488889,7.548888889,0.715637105,4.157222614,9.017413816,0,19.78760731,6.186682521,45.45596049,-0.879324828,50.25750198,5.316788604
669,PI727,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,1.564,275.9616005,0.205297018,0.77648857,10.49051724,232.52,377.7903125,71.09422018,118.573578,3.625,2.436352941,5.105490321,4.633333333,33.9,1.175238899,0.096774194,-2.433538437,0.25,3.371628715,5.215061012,36.88679209,-2.253116458,17.7675875,-9.320322401,0,9.92016567,2,5.027522936,8.355555556,-40.96,0.841980301,15.70313975,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,20.88,18.998,14,78.00444444,-385.3822222,7.548888889,0.715637105,4.157222595,9.017413816,0,19.78760731,6.186682521,42.20597813,-0.874356822,50.25750198,5.316788604
670,PI728,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(*)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)cc1,1.585,262.0214836,0.20429123,0.805872361,10.15285507,232.52,378.2623684,70.05927344,118.7528906,3.625,2.549393939,5.107451022,4.507042254,32.64788732,0.964671764,0.081081081,-1.378646666,2.25,3.281760147,5.227074232,35.77529049,-1.737397413,17.7675875,-9.449078849,0,12.58737605,2,4.8828125,9.606228923,-41.25788534,0.925313635,20.44000271,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(*)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)cc1,24.78,18.998,18,79.94088475,-378.3705614,7.50684388,0.624538162,4.157242681,9.017436209,0,18.96620617,7.692307692,53.21776093,-0.524762533,54.99436493,5.316788604
671,PI729,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)c3)cc1)C2=O,1.6,248.5110481,0.179360522,0.805872361,10.15285507,232.52,378.2623684,70.05927344,118.7528906,3.625,2.549393939,4.632509253,4.507042254,32.64788732,0.856717727,0.081081081,1.771200977,2,3.253591133,5.290316838,35.38072711,-1.822281195,18.27050308,-0.755093304,0,12.09520679,2,4.78125,7.606228923,-30.79329498,0.898200642,25.33991244,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)c3)cc1)C2=O,26.06,18.998,18,75.99722277,-335.8399127,7.50684388,0.593728303,4.154625551,9.017435875,0,18.96620617,7.934570313,57.22544769,-0.867437014,54.99436493,0
672,PI730,*c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(Oc4cccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c4)c3)c1)C2=O,1.541,226.4766246,0.163896306,0.805872361,10.15285507,232.52,378.2623684,70.05927344,118.7528906,3.625,2.549393939,4.670437064,4.507042254,32.64788732,0.920639764,0.081081081,1.120492536,2,3.253591133,5.469963141,35.38072711,-2.049728558,18.27050308,-0.998469386,0,11.61537684,2,4.796875,7.606228923,-26.79329498,0.898200642,25.33991244,*c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(Oc4cccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c4)c3)c1)C2=O,24.09,18.998,18,75.99722277,-380.403293,7.50684388,0.593728303,4.154625593,9.017435875,0,18.96620617,7.934570313,58.30928144,-0.672591926,54.99436493,0
673,PI731,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.667,277.4989571,0.23166303,1,9.585576923,272.66,392.7193103,66.95960417,120.4414583,3.625,2.762894737,5.55142692,4.444444444,29.18518519,1.090046192,0,3.597648176,7,2.870309775,5.310443058,28.5606195,-1.08939748,0,2.494956957,0,7.288119358,2,4.916666667,9.694101509,-16.27160494,0.814867309,15.86618653,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,20.66,15.999,14,-12.95473251,-197.8737997,6.710562414,-0.13494513,3.260619099,8.028386044,0,14.26925008,5.563098709,43.70926607,-0.345131759,28.7672231,0
674,PI732,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)NC(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.68,291.5283694,0.248247801,1,9.508611111,272.66,395.0631667,67.44459596,120.3732323,3.625,2.754583333,5.173681267,4.375,29.03571429,1.046929878,0,3.755962505,6.5,2.98610464,5.343069208,29.08794642,-1.438909011,0,2.645114214,0,7.593928053,3,4.838383838,9.254145408,-15.24936224,0.814867309,21.18297513,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)NC(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,19.82,15.999,15,-10.63265306,-175.4285714,6.81122449,-0.107400536,3.260211412,8.028413974,1,14.99926467,6.014160766,48.69479783,-0.808819578,28.7672231,0
675,PI733,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,1.699,301.583199,0.282680928,1,9.508611111,272.66,395.0631667,67.44459596,120.3732323,3.625,2.754583333,4.909251148,4.375,29.03571429,1.001577663,0,4.0185519,6.5,2.98610464,5.351823226,29.08794642,-1.193126184,0,2.892209847,0,7.782804962,3,4.828282828,9.254145408,-17.24936224,0.814867309,21.18297513,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,22.2,15.999,15,-10.63265306,-140.2857143,6.81122449,-0.107400536,3.260100425,8.02841397,1,14.99926467,6.014160766,48.75461473,-0.082672101,28.7672231,0
676,PI734,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,1.696,309.41418,0.299190121,1,9.508611111,272.66,395.0631667,67.44459596,120.3732323,3.625,2.754583333,5.213646606,4.375,29.03571429,0.998175986,0,4.059179457,6.5,2.98610464,5.343069208,29.08794642,-1.510186034,0,2.942186595,0,7.575189336,3,4.828282828,9.254145408,-18.24936224,0.814867309,21.18297513,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,21.76,15.999,15,-10.63265306,-191.7142857,6.81122449,-0.107400536,3.260040252,8.028413951,1,14.99926467,6.014160766,49.46983882,-0.858035094,28.7672231,0
677,PI735,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,1.65,293.811608,0.253404651,0.973403348,9.254245614,263.77,389.9684127,66.77548571,119.7708571,3.625,2.652561728,5.254647509,4.288135593,28.20338983,1.02956123,0.032258065,4.181998019,5.75,3.124254858,5.369682668,29.58145297,-1.205644877,0,3.053410787,0,7.616959956,3,4.742857143,14.22292445,-23.42459063,0.814867309,20.76609626,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,22.57,15.999,17,30.10916403,-170.099684,6.94972709,0.286753943,3.260748684,8.028420236,0,14.80697248,5.997693195,45.03453158,0.012406038,28.7672231,0
678,PI737,*c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.647,349.4289271,0.246673488,1,9.85855,272.66,393.9006667,68.30972,120.5145333,3.625,2.723916667,4.896068357,4.571428571,29.9047619,1.229629916,0,3.171427841,4.5,2.974270342,4.868507899,29.18611602,-1.290439851,0,2.009385045,0,6.770871085,2,5.013333333,7.437641723,-15.39909297,0.758646968,10.9662768,*c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,15.72,15.999,10,2.387755102,-90.74829932,6.77324263,0.031836735,3.257360699,8.027139289,0,14.98876197,4.078125,36.48165637,-0.299280234,23.97268592,5.316788604
679,PI738,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,1.624,325.3767594,0.229606072,0.965644743,9.496953488,250.32,389.7477083,66.86120988,119.6854321,3.625,2.594206349,5.135823674,4.444444444,28.75555556,1.32086767,0.041666667,3.99808622,3.75,3.291123797,5.013858096,30.95947374,-1.148615233,6.9237372,2.884218273,1.764747609,6.794634741,2,4.938271605,11.60938272,-15.58617284,0.716242024,15.86618653,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,15.74,15.999,12,45.66666667,-71.55555556,6.977777778,0.563786008,3.264628653,8.027128422,0,14.75339072,4.180577733,35.11698113,-0.55454963,23.97268592,0
680,PI739,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1)C2=O,1.634,353.2725458,0.27875452,0.965644743,9.496953488,250.32,389.7477083,66.86120988,119.6854321,3.625,2.594206349,5.163812859,4.444444444,28.75555556,1.254313714,0.041666667,4.222233209,3.75,3.291123797,4.969413652,30.95947374,-0.860304945,6.9237372,3.091128143,1.72859816,6.778095079,2,4.938271605,11.60938272,-17.58617284,0.716242024,15.86618653,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1)C2=O,16.52,15.999,12,45.66666667,-150.2222222,6.977777778,0.563786008,3.264285232,8.027128417,0,14.75339072,4.180577733,34.08296683,-0.042800901,23.97268592,0
681,PI740,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,1.606,332.5567478,0.256559347,0.965644743,9.496953488,250.32,389.7477083,66.86120988,119.6854321,3.625,2.594206349,5.114682398,4.444444444,28.75555556,1.334587797,0.041666667,3.842636066,3.75,3.291123797,5.013858096,30.95947374,-0.375862158,6.9237372,2.728768119,1.679099794,6.807446466,2,4.962962963,12.60938272,-17.1417284,0.716242024,15.86618653,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,15.64,15.999,12,45.66666667,-84.22222222,6.977777778,0.563786008,3.279028537,8.027128435,0,14.75339072,4.081632653,31.38639462,-0.309576013,23.97268592,0
682,PI741,*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1C)C2=O,1.556,330.4006895,0.259917753,0.875419007,8.6625,250.32,379.9117544,63.56914141,117.8011111,3.625,2.269930556,5.241888402,4.148148148,26.07407407,1.376606048,0.148148148,6.453447779,2.25,3.398250818,4.425731252,31.13921442,-1.005352603,27.6949488,5.318562111,7.182195585,7.080376987,2,4.696969697,24.95198903,-22.18381344,0.685237679,15.86618653,*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1C)C2=O,17.39,15.999,18,184.3333333,-50.88888889,7.296296296,1.861952862,3.327501519,8.027139202,0,14.09032529,4.317338162,35.42832446,0.547521358,23.97268592,0
683,PI742,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.631,324.7689599,0.3105729,0.943712263,8.901678571,250.32,383.5746774,64.50210476,119.1749524,3.625,2.6065625,5.658057211,4.24137931,26.75862069,1.051414058,0.064516129,7.430807607,5.75,3.257808582,4.838680728,29.76755837,-1.010839194,13.8474744,6.266586982,3.706821647,7.234248937,2,4.733333333,17.50891795,-20.96789536,0.784283405,15.86618653,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,22.6,15.999,18,85.37574316,-102.6967895,6.971462545,0.813102316,3.26759766,8.027154739,0,13.55348642,5.3428,44.71976133,0.071345854,23.97268592,0
684,PI743,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(OC)c3)cc1OC)C2=O,1.625,311.2363211,0.299180817,0.886788185,9.146413793,272.66,383.8370313,66.18111215,119.1042056,3.625,2.694873418,5.746274611,4.233333333,28,1.090582851,0.064516129,5.423319859,4.75,3.360057263,4.888233671,31.79850356,-0.744039743,0,3.678651698,0,7.395409416,2,4.738317757,19.35555556,-19.65333333,0.784283405,25.33991244,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(OC)c3)cc1OC)C2=O,21.75,15.999,18,44.95888889,-50.57333333,7.145555556,0.420176532,3.267881562,8.028157944,0,14.51384297,5.769230769,47.78691829,-0.261523545,33.44641183,0
685,PI744,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,1.724,308.5764588,0.373595654,1,9.108966667,272.66,386.6908955,65.33420721,120.4002703,3.625,2.881988636,5.040633271,4.322580645,27.35483871,0.851383658,0,8.03644951,9.25,2.659740415,4.863043335,25.81409061,-0.389686442,0,6.859360951,0,7.999919855,2,4.783783784,11.73361082,-26.46201873,0.898200642,15.86618653,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,26.16,15.999,18,-19.78043704,-133.9885536,6.667013528,-0.178202136,3.260330443,8.02717036,0,13.04040556,6.200617284,50.86752193,-0.784715605,23.97268592,0
