,ID,SMILES,RI,Tg,TC,MW_ratio,Mass_ave,K_bond_min,K_bond_ave,K_ang_ave,Theta0_ave,K_dih_max,K_dih_ave,VE1_A,AATS0d,AATS0Z,BalabanJ,HybRatio,SaasC,ETA_dBeta,IC1,IC3,MIC1,Mor14,SMR_VSA5,VSA_EState4,VSA_EState8,VR3_A,nN,AATS2d,ATSC1d,ATSC3d,Xch-6d,SlogP_VSA1,SMILES,Monomer_length,Mass_max,nH,ATSC2Z,ATSC5Z,AATSC0Z,AATSC2Z,BCUTd-1h,BCUTZ-1h,nHBDon,MIC0,Kier3,Mor02,Mor19,SMR_VSA1,SMR_VSA3
620,PI669,*NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,1.636,164.3503082,0.347852967,1,7.733206897,250.32,387.4551613,62.10637255,118.785098,3.625,2.626315789,4.001255859,3.35483871,21.87096774,1.630625894,0.071428571,4.979730131,2.5,3.212260827,4.696131794,24.85590088,-0.038867993,6.420821623,6.230747167,0,5.336818869,2,3.607843137,1.329864724,-2.745057232,0.166666667,17.11682315,*NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,12.14,15.999,12,-10.47658689,6.817898023,7.381893861,-0.205423272,3.071285777,8.022078317,2,12.88526649,5.12,27.97971059,0.073857595,4.794537184,5.733667477
621,PI670,*C(CCCCNC(=O)NCCCCCCNC(=O)N*)C(=O)OC,1.473,62.32591882,0.302361161,0.823301976,6.439470588,232.52,363.9715686,57.6573617,111.7885106,3.18,0.524579125,3.57436857,2.452830189,19.24528302,3.320897169,0.8,0,-11,2.823104474,4.377941681,24.57166112,2.438775303,51.36657298,2.754249999,2.015135867,7.592324665,4,2.446808511,2.075827697,-3.441082236,0,21.68403329,*C(CCCCNC(=O)NCCCCCCNC(=O)N*)C(=O)OC,17.93,15.999,28,-37.93841225,-28.24670701,7.965824137,-0.40360013,3.123040915,8.029952247,4,15.12278888,15.93415638,53.13329573,1.785241417,19.12047451,21.68403329
622,PI671,*c1ccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,1.664,365.4651964,0.42519848,1,9.803358974,272.66,391.8795455,68.99524658,120.419863,3.625,2.79637931,4.331917733,4.536585366,29.75609756,1.178322741,0,3.072379025,5.75,3.102952934,4.918527614,31.01674139,-0.689942696,0,-1.368646406,0,8.391616819,2,4.945205479,6.375371802,-11.5835812,0.761453093,33.0402976,*c1ccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,16.88,15.999,10,6.810232005,-17.46281975,6.903033908,0.093290849,3.335364148,8.02673806,0,15.18896128,4.072022161,36.16755283,-0.54563497,4.736862954,9.551078169
623,PI672,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)cc2)cc1,1.675,303.0474032,0.343936522,1,9.48856,272.66,389.5010714,67.98880435,120.2880435,3.625,2.881805556,4.339741034,4.384615385,28.92307692,0.951457961,0,4.369522291,7.75,2.996479375,4.89274741,30.04313197,-1.159764369,0,-1.466411594,0,10.86890976,2,4.760869565,7.49112426,-12.4556213,0.844786427,37.77716056,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)cc2)cc1,21.36,15.999,14,5.786982249,-18.88757396,6.905325444,0.062901981,3.335583434,8.02718994,0,14.57330793,5.6,43.65717549,-0.573552118,9.473725908,9.551078169
624,PI673,*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.687,275.5246717,0.351158377,1,9.577615385,272.66,392.5375,68.08002564,120.2219658,3.625,2.861222222,5.114120348,4.328358209,29.67164179,0.836947431,0,4.43983188,8,3.021438399,5.248852064,31.21425676,-1.16809056,0,1.861740617,-0.232782033,9.093104483,2,4.709401709,8.630207173,-21.07262196,0.898200642,30.07677539,*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,28.43,15.999,18,-8.986411227,-170.0690577,6.860325239,-0.076806934,3.260201957,8.034579851,0,14.63947484,8.096938776,53.94639525,-0.685943033,42.97781197,0
625,PI674,*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.689,389.3140202,0.277607792,1,10.21535897,216.1,385.4509091,67.78135616,120.1784932,3.625,2.779137931,4.331917733,4.536585366,34.43902439,1.178322741,0,4.039045692,6.25,3.102952934,4.918527614,33.11637908,-0.835355067,9.790966951,-1.206404319,0,8.391616819,2,4.945205479,6.375371802,-11.5835812,0.761453093,28.30343465,*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,16.02,32.067,10,25.189768,-39.26888757,9.682331945,0.345065315,3.335364148,16.002005,0,18.69715112,4.072022161,37.57441983,-0.529692556,0,9.551078169
626,PI675,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCC*,1.554,159.3853971,0.291014208,1,7.563977778,232.52,361.31,59.85964444,114.0525556,3.625,1.124634921,4.041391521,3.404255319,22.5106383,1.454652909,0.473684211,0,-3.25,2.943734927,4.321095906,26.22907021,1.628543426,58.41424497,-1.307630773,1.891303371,10.15255703,2,3.633333333,12.04028972,4.107741059,0.603110311,22.23706758,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCC*,18.27,15.999,20,71.01177003,88.29741965,7.84336804,0.789019667,3.331661879,8.026338773,0,14.42795826,4.451843044,52.65006183,1.090858292,0,9.551078169
627,PI677,*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.684,273.0591301,0.318102166,1,9.48856,272.66,389.5010714,67.98880435,120.2880435,3.625,2.881805556,4.778238715,4.384615385,28.92307692,0.992142757,0,5.030447638,5.75,2.996479375,5.123516641,30.04313197,-0.935707062,0,1.628191441,0,8.182827218,2,4.760869565,7.49112426,-15.4556213,0.841980301,20.44000271,*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,20.99,15.999,14,5.786982249,-68.50295858,6.905325444,0.062901981,3.256318413,8.026764398,0,14.57330793,5.6,42.75578716,-0.725492578,28.65187464,5.316788604
628,PI678,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)NC(=O)*)cc1,1.692,320.4810593,0.302433401,1,9.690478261,209.78,397.5005263,67.90622222,119.7429365,3.625,2.765663265,5.811564772,4.309859155,32.11267606,0.874471713,0,3.273744111,9.5,3.208249148,5.350382507,33.76925528,-1.119104804,9.790966951,2.385217735,0,9.267424632,4,4.698412698,10.25927395,-26.20372942,0.898200642,26.49976374,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)NC(=O)*)cc1,26.92,32.067,20,18.23566753,-150.9236263,8.637968657,0.14472752,4.048647598,16.01301597,2,18.21645636,8,57.7709847,-0.632981573,37.18502009,0
629,PI679,*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,1.593,282.6682549,0.201372992,1,10.10796667,232.52,374.4848485,68.9064386,118.2430702,3.625,2.304027715,4.787227194,4.516129032,32.38709677,0.980405639,0.125,1.590481919,0,3.424025337,5.200085222,35.34116223,-1.15599195,24.6913247,0.482698625,0,9.458309773,2,4.745614035,7.8855359,-19.78876171,0.814867309,15.86618653,*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,23.34,18.998,16,23.66701353,-130.1352758,7.708636837,0.207605382,4.153416829,9.013838253,0,18.93800588,6.405663281,51.101853,0.20563451,45.52063902,0
630,PI680,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(*)(F)F)(F)F)(F)F)cc1,1.603,247.341565,0.221414687,1,10.49051724,232.52,377.7903125,70.78515596,118.6387156,3.625,2.43362902,4.787227194,4.633333333,33.9,0.980405639,0.096774194,0.265481919,0,3.371628715,5.206890596,36.82025875,-1.761856439,18.27050308,-1.406615298,0,9.458309773,2,4.844036697,6.355555556,-19.96888889,0.814867309,20.60304948,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(*)(F)F)(F)F)(F)F)cc1,22.47,18.998,14,11.53777778,-230.7644444,7.548888889,0.105851172,4.153416829,9.01384333,0,19.78760731,6.405663281,52.65311894,-0.818592512,50.25750198,0
631,PI684,*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.588,341.654931,0.315176584,0.931297897,8.689638298,250.32,379.7084615,64.01625556,118.34,3.625,2.358676471,4.456247146,4.163265306,25.91836735,1.210299786,0.12,6.539509488,4.75,3.451444538,4.890020558,30.94274473,-0.473825124,20.26829602,3.408796858,4.037848893,8.307064737,2,4.6,15.3515202,-15.31445231,0.73086919,28.30343465,*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,16.51,15.999,16,103.6980425,8.372761349,7.199500208,1.152200472,3.337257321,8.026359159,0,13.84017498,4.283164783,42.87980433,-0.242216905,0,9.551078169
632,PI687,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.572,365.6293332,0.581158989,0.928853955,8.963318182,250.32,382.2334694,65.09319048,118.9235714,3.625,2.5309375,4.524934138,4.304347826,26.7826087,1.25382954,0.083333333,6.204823842,5.25,3.370963043,4.795088586,30.25899445,-0.485902417,13.8474744,3.093023485,3.998600471,7.614426854,2,4.761904762,15.45935728,-16.90926276,0.73086919,28.30343465,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,16.76,15.999,14,100.8355388,41.28733459,7.115311909,1.20042308,3.337319594,8.026356302,0,14.06522788,3.881618084,39.28209685,0.35034058,0,9.551078169
633,PI688,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(OC)c2)cc1OC,1.551,336.5544352,0.515087068,0.859146341,9.269217391,272.66,382.6152941,67.16844186,118.8413953,3.625,2.64047619,4.585243561,4.291666667,28.33333333,1.27237283,0.083333333,4.526317973,4.25,3.480388542,4.845175521,32.55914354,-0.723334255,0,0.187894071,0,7.88020651,2,4.76744186,17.3125,-17.640625,0.73086919,37.77716056,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(OC)c2)cc1OC,16.63,15.999,14,60.93055556,116.8263889,7.326388889,0.708494832,3.33739487,8.027220248,0,15.20364037,4.292049757,41.17623545,-0.187204411,9.473725908,9.551078169
634,PI689,*c1cccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)c1,1.632,403.7247698,0.335322506,1,10.3655,272.66,396.041875,70.70992593,120.6444444,3.625,2.656590909,4.272226253,4.8,31.2,1.537842517,0,1.717055949,3.75,3.072905595,4.506890596,30.06855748,-0.843847529,0,-1.02485308,0,6.156114384,2,5.277777778,5,-10,0.67811976,28.30343465,*c1cccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)c1,11.68,15.999,6,7.573333333,-6.084444444,6.862222222,0.140246914,3.335202597,8.026332041,0,16.1267544,2.644120708,26.82661621,-0.441406665,0,9.551078169
635,PI690,*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,1.553,373.4190751,0.618759937,0.953889637,9.814870968,250.32,390.1628571,68.51441667,119.5121667,3.625,2.487021277,4.359131929,4.606060606,29.51515152,1.542474688,0.058823529,2.712095707,3.25,3.469419318,4.536670256,32.08198676,-0.714452964,6.9237372,-0.141988138,1.875522693,6.20765111,2,5.083333333,9.404958678,-13.00091827,0.662827809,28.30343465,*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,12.39,15.999,8,61.82644628,72.00826446,7.168044077,1.030440771,3.336878635,8.026334956,0,15.75780679,2.749349112,26.66057036,-0.183183111,0,9.551078169
636,PI691,*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,1.559,354.511019,0.347931798,0.953889637,9.814870968,250.32,390.1628571,68.51441667,119.5121667,3.625,2.487021277,4.380325743,4.606060606,29.51515152,1.560749629,0.058823529,2.760790517,3.25,3.469419318,4.536670256,32.08198676,-0.781385869,6.9237372,-0.010228595,1.914226397,6.155853283,2,5.083333333,10.40495868,-14.81910009,0.662827809,28.30343465,*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,11.79,15.999,8,61.82644628,64.28099174,7.168044077,1.030440771,3.337796004,8.026334956,0,15.75780679,2.666666667,26.53240031,-0.129380135,0,9.551078169
637,PI692,*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,1.48,331.7568677,0.514344047,0.837972052,8.65855,250.32,377.3359091,63.95451282,117.1605128,3.625,2.087321429,4.677976427,4.19047619,25.9047619,1.602974637,0.2,6.213990526,1.75,3.320423375,4.082328137,30.61524511,-0.274018142,27.6949488,3.287720467,7.977746136,6.299329535,2,4.692307692,22.91836735,-24.70975057,0.631823464,28.30343465,*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,12.32,15.999,14,197.7959184,166.1020408,7.537414966,2.535845107,3.34777467,8.026343693,0,14.75326289,2.925900277,32.70894745,0.500215859,0,9.551078169
638,PI694,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)c2)cc1,1.691,306.4748106,0.289920789,1,9.48856,272.66,389.5010714,67.98880435,120.2880435,3.625,2.881805556,4.344135421,4.384615385,28.92307692,0.983982238,0,4.227898009,7.75,2.996479375,5.209867122,30.04313197,-0.602839887,0,-1.477942556,0,10.62594503,2,4.77173913,7.49112426,-11.4556213,0.844786427,37.77716056,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)c2)cc1,21.1,15.999,14,5.786982249,-49.57988166,6.905325444,0.062901981,3.335588424,8.027191066,0,14.57330793,5.6,45.02031475,-0.752606685,9.473725908,9.551078169
639,PI695,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.698,291.7801548,0.419114901,1,9.175433333,272.66,386.6185075,66.54003636,120.2674545,3.625,2.936976744,4.347133206,4.290322581,27.80645161,0.819122181,0,6.632302031,10.25,2.863437035,5.115486633,28.4241517,-0.725685238,0,0.604222535,0,12.54589362,2,4.672727273,9.540062435,-17.04786681,0.92811976,37.77716056,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,24.27,15.999,18,-0.332986472,-6.681581686,6.824141519,-0.00302715,3.335845473,8.027213585,0,13.68610191,6.686760355,52.41071819,-0.556331875,9.473725908,9.551078169
640,PI696,*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,1.64,254.9181868,0.218423483,1,9.755412698,209.78,391.3177143,67.97625862,119.6775,3.625,2.875444444,4.405241975,4.369230769,32.43076923,0.869130419,0,3.596248707,11.25,3.128255505,5.352986659,34.15123834,-1.243135751,9.790966951,-1.8426699,0,12.21291863,2,4.706896552,8.928047337,-18.71337278,0.92811976,37.77716056,*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,23.83,32.067,18,37.11621302,-63.52,8.796213018,0.319967354,4.048643905,16.01301547,0,17.47779057,7.099489796,49.31212271,-0.290062905,17.89152289,9.551078169
641,PI697,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.596,297.1618102,0.219568135,0.805872361,10.15285507,232.52,378.2623684,70.05927344,118.7528906,3.625,2.549393939,4.433765798,4.507042254,32.64788732,0.917337996,0.081081081,-0.389782792,4.25,3.281760147,5.170736204,35.77529049,-2.165655596,17.7675875,-8.837392275,0,9.536097794,2,4.8828125,9.606228923,-42.25788534,0.92811976,37.77716056,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,25.36,18.998,18,79.94088475,-337.2297163,7.50684388,0.624538162,4.157243836,9.017437345,0,18.96620617,7.692307692,55.97520236,-0.710520773,35.81621619,9.551078169
642,PI698,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,1.647,290.4108875,0.291997587,0.952651739,8.588507246,232.52,380.0994737,64.25961719,118.7894531,3.625,2.557003367,4.36573697,4.084507042,25.88732394,0.830705723,0.081081081,6.888951943,8.75,3.281760147,5.170736204,30.35581371,-0.728591367,19.26246487,0.549957487,4.349762877,12.52906932,2,4.484375,17.25590161,-25.20055545,0.92811976,37.77716056,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,22.91,15.999,24,92.73834557,81.07776235,7.068835549,0.724518325,4.028070746,8.027224837,0,13.27030065,7.099489796,60.75828828,-0.121484383,9.473725908,9.551078169
643,PI699,*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.696,287.8444432,0.349285387,1,9.355693878,272.66,387.8923636,67.04491209,120.3689011,3.625,2.878888889,4.940627595,4.392156863,28.23529412,1.024422173,0,6.004878014,6.25,2.925058424,5.123405734,28.86398073,-0.638609134,0,3.279893491,0,8.277535259,2,4.802197802,8.540561323,-17.11726259,0.841980301,15.70313975,*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,20.29,15.999,14,1.002691273,-53.31795463,6.821991542,0.011018585,3.257132527,8.026328302,0,14.04247701,5.137777778,41.61209663,-0.062677098,23.91501169,5.316788604
644,PI700,*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.669,310.2253106,0.246678175,1,9.355693878,272.66,387.8923636,67.04716484,120.3691209,3.625,2.882204861,4.962640127,4.392156863,28.23529412,1.057646803,0,5.661097755,6.25,2.925058424,5.383113822,28.86398073,-1.358524802,0,2.950438668,0,8.528774504,2,4.846153846,9.540561323,-13.8035371,0.833656417,15.70313975,*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,18.4,15.999,14,1.002691273,-120.0961169,6.821991542,0.011018585,3.280603396,8.026328358,0,14.04247701,5.025480014,38.80673507,-0.697519289,23.91501169,5.316788604
645,PI701,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)*)cc1,1.716,305.4015972,0.266032562,1,9.683612245,216.1,382.7494545,66.07113187,120.1752747,3.625,2.865,4.940627595,4.392156863,32,1.024422173,0,7.07243412,6.75,2.925058424,5.123405734,30.65112839,-0.358442473,9.790966951,3.447449597,0,8.277535259,2,4.802197802,8.540561323,-17.11726259,0.841980301,10.9662768,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)*)cc1,20.56,32.067,14,23.35101884,-67.41714725,9.110342176,0.256604603,3.257132527,16.00200564,0,16.96199011,5.137777778,41.17050402,-0.300123083,19.17814874,5.316788604
646,PI702,*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.684,303.1621299,0.310513378,1,8.950137255,250.32,383.7105263,65.00873958,119.8089583,3.625,2.703684211,4.940627595,4.264150943,26.67924528,1.024422173,0.034482759,7.285945341,6.25,3.046491911,5.161882719,28.00362504,-0.330473712,6.420821623,5.824882425,0,8.277535259,2,4.6875,9.686721253,-17.06443574,0.841980301,10.9662768,*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,20.21,15.999,16,2.873976504,23.80420078,6.851548594,0.029937255,3.257132527,8.025937987,0,13.24347745,5.137777778,43.70618714,-0.026366489,19.17814874,5.316788604
647,PI703,*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,1.718,342.0753737,0.460950768,1,9.274306122,250.32,380.6632143,65.71582292,119.850625,3.625,2.65474359,5.380356046,4.588235294,27.68627451,1.000551833,0.034482759,9.872819984,5.75,3.122639067,5.01537093,29.0064534,-1.282839819,6.420821623,8.416688362,0,7.151202004,2,5.0625,10.42099193,-25.10188389,1.03361862,10.9662768,*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,20.08,15.999,14,15.39446367,-20.79930796,6.634371396,0.160358997,3.261008646,8.02593835,0,13.25333667,4.1616,42.84592247,-0.565053681,19.17814874,5.316788604
648,PI704,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,1.718,316.0855865,0.509455585,1,9.217291667,272.66,386.2240741,66.08004444,120.4515556,3.625,2.875972222,4.994414089,4.4,27.52,1.050285114,0,7.002541739,6.75,2.711737433,4.97366069,25.81431884,-0.718956529,0,5.575626433,0,7.672581851,2,4.844444444,9.592,-20.7648,0.841980301,10.9662768,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,20.52,15.999,14,-4.096,-24.1152,6.7264,-0.045511111,3.257274076,8.025935167,0,13.41047965,4.70962963,42.22845792,-0.626245827,19.17814874,5.316788604
649,PI705,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.693,355.1497204,0.481624413,1,9.640315789,272.66,389.8772093,67.81625,120.5238889,3.625,2.792758621,4.848084694,4.55,28.9,1.240173916,0,4.871536865,4.25,2.873219672,4.771928095,27.66857092,-0.508726146,0,3.581973336,0,6.607285794,2,5,7.41,-16.3675,0.758646968,10.9662768,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,16.08,15.999,10,2.28,-40.47,6.81,0.031666667,3.256803113,8.025916964,0,14.54330995,3.664819945,33.99157378,-0.113151667,19.17814874,5.316788604
650,PI706,*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.671,349.9055093,0.328084105,1,9.640315789,272.66,389.8772093,67.81625,120.5238889,3.625,2.792758621,4.852112766,4.55,28.9,1.250105054,0,4.837165489,4.25,2.873219672,4.771928095,27.66857092,-0.735502994,0,3.631074181,0,6.584971233,2,5.013888889,7.41,-15.3675,0.758646968,10.9662768,*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,15.45,15.999,10,2.28,-37.07,6.81,0.031666667,3.256920561,8.025916964,0,14.54330995,3.664819945,35.08293668,-0.121003822,19.17814874,5.316788604
651,PI707,*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.632,374.9287194,0.275354427,0.963114862,9.27704878,250.32,385.806087,66.34998718,119.6621795,3.625,2.655409836,4.886103159,4.418604651,27.76744186,1.264044992,0.043478261,5.787854546,3.75,3.255955161,4.804058069,29.7056865,-0.557415643,6.9237372,4.574263238,1.897575324,6.647618757,2,4.884615385,11.54624121,-16.21308816,0.743355016,10.9662768,*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,15.57,15.999,12,53.39156301,16.14710654,6.990805841,0.684507218,3.26200304,8.025919842,0,14.30026438,3.768626823,33.01009191,-0.218913384,19.17814874,5.316788604
652,PI708,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1,1.626,355.8164838,0.374689314,0.963114862,9.27704878,250.32,385.806087,66.34998718,119.6621795,3.625,2.655409836,4.886389593,4.418604651,27.76744186,1.25486299,0.043478261,5.862133329,3.75,3.255955161,4.804058069,29.7056865,-0.546136458,6.9237372,4.556366096,1.917297546,6.65654887,2,4.884615385,11.54624121,-18.21308816,0.743355016,10.9662768,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1,16.03,15.999,12,53.39156301,28.70524608,6.990805841,0.684507218,3.261900461,8.025919842,0,14.30026438,3.768626823,33.92185196,-0.112762694,19.17814874,5.316788604
653,PI709,*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,1.613,371.3399058,0.301425488,0.963114862,9.27704878,250.32,385.806087,66.34998718,119.6621795,3.625,2.655409836,4.890561971,4.418604651,27.76744186,1.264633512,0.043478261,5.936558249,3.75,3.255955161,4.804058069,29.7056865,-0.734650069,6.9237372,4.684170645,1.95600125,6.63781869,2,4.884615385,12.54624121,-19.93401839,0.743355016,10.9662768,*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,15.94,15.999,12,53.39156301,21.14710654,6.990805841,0.684507218,3.2685448,8.025919843,0,14.30026438,3.675,33.74673475,0.009038214,19.17814874,5.316788604
